HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ
-0.007,1.9366,-0.3408,20.3336,4.2287,352.0767
0.0024,1.9367,-0.3411,20.2336,3.3679,351.9843
0.0068,1.9367,-0.3414,20.2756,3.0352,351.9744
0.0147,1.9373,-0.3421,20.558,1.8645,351.8275
0.0217,1.9389,-0.3433,20.2313,0.4967,351.3026
0.025,1.9395,-0.3437,19.6624,0.0161,350.9565
0.0319,1.9399,-0.3439,19.0263,358.9689,350.2025
0.0353,1.9395,-0.3439,19.0875,358.6604,349.8313
0.0423,1.9384,-0.3436,19.4419,358.3966,349.2512
0.0455,1.9384,-0.3437,19.438,358.4007,348.8706
0.0487,1.9385,-0.3436,19.2836,358.4764,348.7478
0.0523,1.9388,-0.3438,19.2001,358.4276,348.4944
0.0562,1.9389,-0.3437,19.0591,358.3412,348.1312
0.0576,1.9389,-0.3435,18.9683,358.4171,348.0086
0.0598,1.9389,-0.3434,18.9902,358.0188,347.7592
0.0608,1.9388,-0.3435,18.9289,357.7995,347.693
0.0623,1.9393,-0.3437,18.9165,357.3732,347.5883
0.0627,1.9392,-0.3437,18.9347,357.2567,347.5925
0.0641,1.9388,-0.3435,19.1233,357.0052,347.4959
0.0647,1.9386,-0.3434,19.1605,356.9629,347.399
0.066,1.9378,-0.3431,19.329,357.0374,347.3864
0.067,1.9372,-0.3432,19.4778,357.1812,347.4779
0.0675,1.9368,-0.3434,19.6399,357.2633,347.5441
0.0679,1.9363,-0.3434,19.7261,357.2508,347.6498
0.0681,1.9362,-0.3436,19.8,357.1893,347.6514
0.0682,1.936,-0.3441,19.8791,357.0636,347.5909
0.0681,1.9361,-0.3443,19.8804,357.0099,347.5575
0.0679,1.9363,-0.3449,19.854,356.8197,347.4605
0.0678,1.9364,-0.3452,19.896,356.7079,347.4552
0.0672,1.9365,-0.3455,19.8983,356.4739,347.4483
0.0669,1.9364,-0.3457,19.9471,356.3328,347.3799
0.0658,1.9356,-0.3462,20.2939,355.9559,347.445
0.0653,1.9353,-0.3463,20.4559,355.7963,347.4446
0.0636,1.934,-0.3468,21.2305,354.9802,347.1299
0.0631,1.9334,-0.347,21.5075,354.8244,347.1051
0.0625,1.9332,-0.347,21.6061,354.772,347.1836
0.0623,1.933,-0.3471,21.7043,354.8475,347.2319
0.0617,1.9325,-0.348,22.032,354.8883,347.3545
0.0611,1.9324,-0.3486,22.0814,354.8774,347.3439
0.0606,1.9324,-0.3494,22.1698,354.7445,347.2596
0.0592,1.9326,-0.3513,22.4406,354.3044,347.1181
0.0587,1.9327,-0.3515,22.3675,354.2829,347.1524
0.0575,1.9328,-0.3529,22.4073,354.0022,347.0966
0.057,1.9328,-0.3533,22.4499,353.921,347.1002
0.0556,1.9322,-0.3545,22.5921,353.5813,347.0347
0.0551,1.9317,-0.355,22.7454,353.4044,346.9131
0.0539,1.9305,-0.356,23.2149,353.2874,346.7927
0.0536,1.9301,-0.3563,23.3639,353.2779,346.8068
0.0529,1.9294,-0.3568,23.6063,353.3698,346.895
0.0527,1.9293,-0.3567,23.5666,353.3909,346.9
0.0517,1.9288,-0.3575,23.7613,353.4967,346.8277
0.0513,1.9286,-0.3577,23.8338,353.5037,346.8477
0.0498,1.9285,-0.3588,24.2115,353.5206,347.1382
0.0466,1.9286,-0.36,24.7727,353.5774,348.5689
0.0451,1.9284,-0.3599,24.7877,353.6258,349.2018
0.0432,1.9281,-0.3597,25.1317,353.4492,349.9104
0.0434,1.9284,-0.3595,24.9061,353.458,349.6767
0.0434,1.9287,-0.3593,24.6319,353.5296,349.3355
0.0432,1.9289,-0.3594,24.6135,353.543,349.293
0.0428,1.9291,-0.3596,24.6616,353.6549,349.2982
0.0424,1.9291,-0.3599,24.8969,353.865,349.438
0.042,1.9277,-0.36,25.5974,354.1198,349.8062
0.0419,1.9273,-0.3598,25.7641,354.0825,349.7656
0.0418,1.9257,-0.3594,26.2432,354.1346,349.5989
0.0417,1.9251,-0.3593,26.5029,354.1753,349.6666
0.0414,1.9247,-0.3592,26.6573,354.0274,349.5907
0.0412,1.9244,-0.3594,26.8209,353.9561,349.6009
0.0408,1.9238,-0.3596,26.9438,353.8254,349.6153
0.0406,1.9236,-0.3597,27.027,353.7654,349.5833
0.0404,1.9229,-0.3604,27.3092,353.584,349.6098
0.0404,1.9226,-0.3609,27.3326,353.4771,349.6129
0.0404,1.9225,-0.3611,27.3251,353.465,349.5793
0.0406,1.9222,-0.362,27.403,353.3828,349.5406
0.0406,1.9221,-0.3623,27.4178,353.3651,349.5407
0.0408,1.9216,-0.3633,27.5492,353.1911,349.4833
0.0408,1.9215,-0.3637,27.5582,353.1511,349.5183
0.0409,1.9214,-0.3641,27.5091,353.0452,349.4721
0.0412,1.9213,-0.3647,27.4522,352.8798,349.3987
0.0416,1.9211,-0.3655,27.4874,352.7031,349.3441
0.0417,1.9209,-0.3658,27.5419,352.6557,349.3229
0.0423,1.9207,-0.3664,27.5369,352.5447,349.3413
0.0426,1.9206,-0.3667,27.536,352.4891,349.4232
0.0429,1.9204,-0.3671,27.6248,352.375,349.5258
0.043,1.9203,-0.3672,27.6511,352.3129,349.5483
0.0433,1.9202,-0.3673,27.6233,352.1183,349.5279
0.0434,1.9202,-0.3674,27.627,351.9787,349.4854
0.0436,1.9201,-0.3675,27.6215,351.7997,349.4104
0.0437,1.9201,-0.3676,27.6337,351.6376,349.4173
0.0438,1.9201,-0.3676,27.6341,351.5585,349.394
0.0439,1.9201,-0.3678,27.582,351.4301,349.3769
0.0439,1.9202,-0.3678,27.5616,351.3665,349.3559
0.044,1.9203,-0.3679,27.4749,351.2095,349.3219
0.044,1.9203,-0.3679,27.4447,351.1476,349.3329
0.044,1.9204,-0.3678,27.4448,351.0217,349.3741
0.0441,1.9204,-0.3677,27.4446,350.9699,349.4089
0.0442,1.9205,-0.3673,27.3898,350.9483,349.4581
0.0443,1.9205,-0.367,27.4261,350.9584,349.4523
0.0447,1.9206,-0.3664,27.4976,351.0013,349.4138
0.045,1.9207,-0.3659,27.5123,351.089,349.4291
0.0455,1.9207,-0.3649,27.5039,351.2447,349.4702
0.0457,1.9207,-0.3644,27.4902,351.3488,349.4885
0.0462,1.9204,-0.3634,27.5213,351.4442,349.459
0.0464,1.9203,-0.3629,27.5592,351.5333,349.4823
0.047,1.9204,-0.3619,27.6022,351.7303,349.5363
0.0475,1.9206,-0.361,27.5145,351.9456,349.6142
0.0477,1.9208,-0.3606,27.413,352.0781,349.6788
0.0479,1.9211,-0.3599,27.3102,352.2682,349.8457
0.048,1.9212,-0.3597,27.2326,352.3177,349.895
0.048,1.9217,-0.3592,27.0364,352.4376,350.0907
0.0479,1.9219,-0.3591,26.9906,352.4441,350.1475
0.0478,1.9222,-0.3589,26.8958,352.3838,350.1665
0.0475,1.9226,-0.3586,26.7178,352.288,350.1882
0.0473,1.9229,-0.3581,26.5696,352.2037,350.21
0.0471,1.923,-0.358,26.5669,352.2077,350.2708
0.0467,1.9231,-0.3576,26.5361,352.1809,350.3921
0.0465,1.9232,-0.3574,26.5483,352.154,350.507
0.0458,1.9236,-0.3571,26.5396,352.0805,350.7565
0.0456,1.924,-0.3571,26.5671,352.0776,350.8292
0.0451,1.9251,-0.357,26.379,352.0974,351.0819
0.0448,1.9258,-0.3569,26.1964,352.196,351.2501
0.0443,1.9265,-0.3567,26.0171,352.3386,351.3574
0.0437,1.9271,-0.3562,25.8756,352.4418,351.5632
0.0435,1.9272,-0.3561,25.871,352.442,351.5748
0.0429,1.9275,-0.3553,25.7996,352.4585,351.6906
0.0426,1.9276,-0.3549,25.764,352.4521,351.7267
0.0421,1.9275,-0.3539,25.8444,352.4616,351.8073
0.0419,1.9275,-0.3534,25.8749,352.4389,351.8103
0.0415,1.9274,-0.352,25.9509,352.5076,351.8672
0.0413,1.9273,-0.3512,26.0858,352.6101,351.9147
0.0411,1.9277,-0.3503,26.1084,352.7779,352.0402
0.041,1.9282,-0.3496,25.9221,352.9413,352.1094
0.0408,1.9328,-0.3488,24.0896,353.4534,352.6638
0.0404,1.9358,-0.3491,22.6999,353.5269,352.9678
0.0391,1.9463,-0.3513,17.8792,353.705,354.6141
0.0384,1.9521,-0.3524,14.8643,353.8606,355.072
0.0374,1.9605,-0.3552,10.3281,354.4861,355.3387
0.0372,1.9633,-0.3564,8.8865,354.7603,355.3586
0.036,1.9662,-0.3593,7.4686,355.3581,356.0818
0.0334,1.9704,-0.36,4.1111,355.6004,356.4436
0.0321,1.9715,-0.3602,2.7585,355.867,356.6735
0.0294,1.9729,-0.3608,2.0794,356.0709,356.3286
0.0277,1.9731,-0.3605,2.0791,356.1681,356.1367
0.0256,1.9728,-0.3592,2.9311,356.1119,355.9055
0.0226,1.9736,-0.3573,2.3455,356.4796,355.7325
0.0175,1.974,-0.3554,2.3046,356.7917,356.6796
0.0141,1.9756,-0.3545,1.1254,356.7724,357.4909
-0.0001,1.9848,-0.3651,354.1844,354.1916,4.831
-0.0098,1.9972,-0.3705,345.593,349.6406,8.6474
-0.0203,2.0079,-0.3796,337.8711,344.352,4.6157
-0.0215,2.0075,-0.3806,339.2852,345.7744,2.301
-0.0274,2.0083,-0.3753,340.2701,350.8873,1.3424
-0.0332,2.0077,-0.3728,340.6753,351.3326,1.4205
-0.0455,2.0042,-0.3674,342.6898,352.3843,2.4389
-0.0515,2.0035,-0.3647,343.1812,352.779,2.9297
-0.0641,2.003,-0.3579,343.8156,353.1874,2.9974
-0.0699,2.0027,-0.3541,344.4395,354.1406,2.3459
-0.0818,2.0016,-0.3456,346.9246,356.3879,1.286
-0.0954,2.0004,-0.3362,349.688,358.2725,0.7606
-0.103,1.9997,-0.3312,351.1179,359.1084,0.561
-0.1193,1.9971,-0.3209,354.6841,0.7391,0.2052
-0.1275,1.996,-0.316,356.444,1.587,0.4213
-0.1454,1.9962,-0.3068,357.9586,3.2802,0.8199
-0.1541,1.9959,-0.3024,358.5953,4.2624,0.7164
-0.1718,1.9956,-0.2945,359.6324,5.9558,0.7592
-0.1896,1.9955,-0.2864,0.3472,7.1307,359.9616
-0.1984,1.9946,-0.2826,1.0976,7.9705,359.9491
-0.2165,1.9927,-0.2749,3.1908,8.7783,0.6005
-0.225,1.992,-0.2708,3.6975,9.5747,0.4339
-0.2407,1.9898,-0.2619,4.654,10.8103,0.0387
-0.2483,1.9894,-0.257,4.9833,11.6666,0.0338
-0.2625,1.9872,-0.2464,6.335,13.2316,0.0942
-0.2692,1.9852,-0.2411,7.2031,14.1315,0.0529
-0.2828,1.9822,-0.2298,9.5093,15.4866,1.4306
-0.2898,1.9811,-0.2241,10.2394,15.85,2.1634
-0.3036,1.9803,-0.2125,11.0204,15.782,3.0787
-0.3104,1.979,-0.207,11.5434,15.7478,3.3386
-0.3233,1.9772,-0.1961,11.8209,15.4538,2.6757
-0.3297,1.9761,-0.1906,12.11,15.2853,2.4453
-0.3424,1.973,-0.1794,12.6634,15.6241,2.565
-0.3486,1.9715,-0.1734,12.9383,15.6401,2.6607
-0.3599,1.9677,-0.1611,14.1634,16.2017,3.3707
-0.3654,1.9654,-0.1548,14.7904,16.6362,3.5796
-0.3757,1.9615,-0.1413,16.0101,16.8918,3.9001
-0.3852,1.9565,-0.1288,17.9561,17.1719,3.8482
-0.3898,1.9548,-0.1221,18.0981,17.3008,3.377
-0.3987,1.9523,-0.109,19.3412,17.7804,2.758
-0.4033,1.9514,-0.1022,19.516,17.8967,2.4282
-0.4124,1.9496,-0.0888,19.9101,17.8457,1.9484
-0.417,1.9488,-0.0822,20.1826,18.0527,1.7911
-0.4251,1.948,-0.0693,20.6772,17.962,2.0371
-0.4285,1.949,-0.0621,21.1966,18.0617,1.7895
-0.4335,1.9503,-0.051,22.5231,18.7885,1.8305
-0.4358,1.9511,-0.0447,22.1552,19.0205,0.8155
-0.44,1.9514,-0.0337,22.7627,19.7683,359.8165
-0.4424,1.9514,-0.0285,22.5388,20.4165,359.5175
-0.4478,1.9513,-0.0186,22.1326,21.2273,358.7034
-0.4537,1.9504,-0.0086,21.9387,22.0834,358.326
-0.4566,1.9498,-0.0036,21.9283,22.3844,358.2982
-0.4625,1.9482,0.0064,22.873,23.1575,358.6935
-0.4654,1.9478,0.0114,23.142,23.6838,358.797
-0.4715,1.9483,0.0212,23.5709,24.3695,358.7841
-0.4745,1.9483,0.026,24.0804,24.6105,358.7454
-0.4802,1.9472,0.0352,24.4717,24.9854,358.5225
-0.4828,1.9462,0.0399,24.788,25.396,358.1778
-0.4873,1.9426,0.0484,25.9702,26.3012,357.7689
-0.4894,1.9416,0.0529,26.2031,26.7551,357.4203
-0.4939,1.9407,0.061,27.1242,27.9547,357.0597
-0.4959,1.9407,0.0652,27.5635,28.8201,356.6968
-0.4997,1.9416,0.0743,27.8523,31.0627,356.259
-0.5019,1.9412,0.0789,28.1852,32.3366,356.0863
-0.507,1.9409,0.0888,27.8576,34.4482,355.6422
-0.5131,1.9409,0.0993,27.8738,35.3582,355.8982
-0.5163,1.9413,0.1048,27.9506,36.0448,355.8745
-0.5231,1.9421,0.1138,29.1852,36.5614,355.2312
-0.5262,1.9429,0.118,29.8479,36.954,355.2222
-0.5324,1.9442,0.1252,31.0614,37.6062,354.9848
-0.535,1.9456,0.1288,31.1803,38.3914,354.6526
-0.5375,1.9472,0.1321,30.4453,39.1194,354.69
-0.5425,1.9491,0.1382,30.3601,39.786,355.3429
-0.5465,1.9496,0.1435,29.8599,40.2417,355.6371
-0.5479,1.9493,0.1451,30.0538,40.2295,355.6007
-0.5511,1.9481,0.1496,30.8957,40.3917,354.8757
-0.552,1.948,0.1515,31.0811,40.6057,354.5096
-0.5529,1.9477,0.1542,31.1543,41.5771,354.6347
-0.5531,1.9475,0.1557,31.3284,42.1112,354.8566
-0.5525,1.9472,0.1585,30.6086,42.9153,355.2953
-0.5523,1.9469,0.1584,30.8101,42.9024,355.4598
-0.5517,1.9459,0.1603,31.4133,42.892,355.0883
-0.5507,1.945,0.1626,31.6242,42.4043,354.4752
-0.5496,1.9443,0.1651,32.1165,42.0303,353.6967
-0.5486,1.9433,0.1664,32.367,41.7213,353.0101
-0.5468,1.9418,0.1679,32.6623,41.396,352.2817
-0.5458,1.9413,0.1681,32.8428,41.4773,352.1066
-0.5448,1.9413,0.1679,32.8202,41.7268,352.4266
-0.5429,1.9398,0.1684,33.0974,41.8279,352.5359
-0.5414,1.9386,0.1694,33.3017,41.8001,352.1333
-0.5396,1.9367,0.1695,33.5945,41.5885,351.9162
-0.5381,1.9353,0.17,34.1458,41.2795,351.4673
-0.5368,1.9339,0.1694,34.7433,41.1152,350.8214
-0.5367,1.9338,0.1689,34.7176,41.1524,350.8344
-0.5366,1.934,0.1676,34.4703,41.0597,350.9044
-0.5357,1.934,0.1671,34.2627,40.6866,350.5338
-0.5353,1.934,0.1668,34.1353,40.459,350.3263
-0.5346,1.9338,0.1661,33.7527,39.7265,349.5974
-0.5345,1.9335,0.1655,33.7686,39.6026,349.4101
-0.5341,1.933,0.1638,33.5656,39.6279,349.2058
-0.534,1.9329,0.1631,33.668,39.7234,349.1202
-0.5336,1.9328,0.1609,33.9039,40.3555,349.1647
-0.5333,1.9327,0.1601,33.6992,40.8288,349.4638
-0.533,1.9332,0.1584,33.394,41.6126,349.9203
-0.533,1.9334,0.1577,33.3689,41.8588,350.1067
-0.5325,1.9341,0.156,32.8717,42.0224,350.1046
-0.5323,1.9344,0.1554,32.7853,42.1614,350.0403
-0.532,1.935,0.1536,32.7741,42.6867,349.9566
-0.5318,1.935,0.153,32.6292,42.8232,349.9894
-0.5312,1.9355,0.1522,32.1804,43.071,349.9205
-0.5312,1.9354,0.1519,32.1634,42.9119,349.7594
-0.5305,1.9361,0.1519,31.4079,42.7978,349.4417
-0.5301,1.9365,0.1522,30.8454,42.6444,349.2955
-0.5296,1.9367,0.1522,30.6275,42.5387,349.0828
-0.5294,1.9368,0.1522,30.5524,42.3708,348.9659
-0.5287,1.937,0.1525,30.1501,41.9686,348.4681
-0.5285,1.937,0.1526,30.0959,41.8542,348.3186
-0.5283,1.9368,0.1523,30.1622,41.6291,348.0487
-0.5281,1.9361,0.1524,30.5591,41.8014,348.2497
-0.5278,1.9358,0.1527,30.7368,42.0505,348.4988
-0.5274,1.9354,0.1531,30.9801,42.4059,348.7966
-0.5274,1.9354,0.1528,30.8865,42.3326,348.7602
-0.5273,1.9354,0.1529,30.8837,42.317,348.7583
-0.5273,1.9355,0.1534,30.9091,42.2479,348.7151
-0.5273,1.9355,0.154,30.9105,42.1438,348.7374
-0.5273,1.9355,0.1546,30.9297,42.0246,348.7079
-0.5274,1.9352,0.1554,30.9935,41.9458,348.7403
-0.5274,1.9351,0.1558,31.0217,41.936,348.7682
-0.5274,1.9348,0.1569,31.1256,41.919,348.7771
-0.5274,1.9346,0.1573,31.158,41.9424,348.8292
-0.5275,1.9342,0.1584,31.2971,41.9666,348.8904
-0.5276,1.934,0.1589,31.3357,41.9909,348.9749
-0.5278,1.9336,0.1602,31.4907,42.0106,349.0996
-0.528,1.9335,0.1608,31.6256,41.9368,349.1329
-0.5283,1.933,0.1618,31.8186,41.9208,349.2083
-0.5285,1.9328,0.1627,31.8974,41.85,349.2036
-0.5287,1.9326,0.1633,31.9693,41.8185,349.2839
-0.5289,1.9323,0.1641,31.9936,41.7893,349.3899
-0.529,1.9322,0.1645,32.0427,41.7761,349.4143
-0.5292,1.9319,0.1651,32.1127,41.7295,349.4416
-0.5293,1.9317,0.1653,32.1412,41.7441,349.4713
-0.5295,1.9314,0.1658,32.2985,41.7358,349.4637
-0.5297,1.9309,0.1663,32.4703,41.8055,349.5211
-0.5297,1.9302,0.1668,32.7425,41.9432,349.6284
-0.5297,1.9299,0.167,32.8822,41.9936,349.69
-0.5295,1.9295,0.1671,32.9332,42.0529,349.6903
-0.5294,1.9292,0.1674,33.0839,42.102,349.6879
-0.5291,1.9289,0.1676,33.2375,42.1592,349.6813
-0.5289,1.9287,0.1678,33.3562,42.2312,349.7424
-0.5285,1.9282,0.1682,33.5988,42.3855,349.8184
-0.5284,1.9281,0.1683,33.642,42.3985,349.8306
-0.5277,1.9268,0.1687,34.4544,42.6625,349.9653
-0.5272,1.9244,0.1686,35.8562,42.9344,350.0453
-0.5272,1.9228,0.1683,37.0643,42.8931,349.978
-0.527,1.9188,0.1679,39.4013,43.0639,349.8508
-0.5263,1.9176,0.1681,39.6591,42.7573,349.5671
-0.5256,1.915,0.168,41.2482,42.6542,349.453
-0.5251,1.9139,0.1681,41.4235,42.7266,349.448
-0.524,1.913,0.1683,42.1912,42.8607,349.4221
-0.5237,1.913,0.1684,41.8175,42.948,349.5661
-0.5231,1.9118,0.1683,42.8701,43.1382,349.589
-0.5229,1.9114,0.1684,43.0133,43.2225,349.6882
-0.5226,1.9111,0.1687,42.759,43.1264,349.6762
-0.5223,1.9105,0.1688,43.0809,43.0742,349.6136
-0.522,1.9102,0.169,43.048,43.0626,349.528
-0.5218,1.9101,0.1691,43.1116,43.1061,349.5063
-0.5208,1.9097,0.1689,43.3289,44.0515,350.0595
-0.5204,1.9096,0.1686,43.3527,44.53,350.3458
-0.5196,1.9093,0.1679,43.628,45.9145,351.1873
-0.5196,1.9089,0.1676,43.8552,46.3099,351.4492
-0.5196,1.9087,0.1677,43.7877,46.2852,351.3813
-0.5198,1.9083,0.1676,44.0695,46.2743,351.362
-0.5199,1.908,0.1676,44.2312,46.1361,351.287
-0.5202,1.9073,0.1677,44.555,46.1227,351.333
-0.5201,1.9073,0.1677,44.51,46.1934,351.3636
-0.5201,1.9071,0.1676,44.6345,46.3988,351.5155
-0.52,1.9069,0.1675,44.7004,46.5797,351.6346
-0.5201,1.9067,0.1674,44.799,46.53,351.5493
-0.5203,1.9064,0.1674,44.8999,46.3501,351.3845
-0.5207,1.9058,0.1673,45.309,46.0439,351.245
-0.5207,1.9056,0.1673,45.4297,45.9861,351.1914
-0.5208,1.905,0.1672,45.5836,45.928,351.1513
-0.5208,1.9045,0.1671,45.8582,45.9312,351.1869
-0.5209,1.9038,0.167,46.1518,45.873,351.1379
-0.5209,1.9033,0.1671,46.3446,45.7596,351.105
-0.521,1.9024,0.1672,46.6584,45.5429,351.1547
-0.5209,1.9021,0.1674,46.5612,45.5764,351.3004
-0.5209,1.9019,0.1674,46.6621,45.5737,351.3421
-0.5211,1.9016,0.1674,46.8013,45.4216,351.2656
-0.5211,1.9016,0.1675,46.8043,45.4076,351.2595
-0.5212,1.9015,0.1677,46.7721,45.2063,351.1009
-0.5214,1.9015,0.1681,46.6132,44.8554,350.8515
-0.522,1.9022,0.1692,46.1381,43.7771,350.1617
-0.5224,1.9029,0.1698,45.6074,42.9358,349.6838
-0.523,1.9042,0.1703,45.4449,42.3529,349.4038
-0.523,1.9043,0.1701,45.4623,42.5834,349.6589
-0.5228,1.9048,0.1696,45.5188,43.2713,350.268
-0.5225,1.9054,0.1693,45.3055,44.1863,351.0893
-0.5219,1.9058,0.1691,45.0394,44.5322,351.2604
-0.5218,1.906,0.1689,45.0297,44.4849,351.1579
-0.5217,1.9062,0.1688,44.9647,44.5261,351.1572
-0.5214,1.9066,0.1686,44.8262,44.6465,351.264
-0.5211,1.9072,0.1684,44.6521,44.8948,351.4503
-0.5205,1.9081,0.1681,44.4529,45.03,351.5852
-0.5204,1.9085,0.168,44.391,45.0834,351.6325
-0.5201,1.9089,0.1678,44.292,45.1322,351.681
-0.5198,1.9092,0.1676,44.2519,45.1123,351.6199
-0.5193,1.9093,0.1669,44.2324,45.1241,351.5441
-0.5191,1.9092,0.1663,44.2568,45.1291,351.4518
-0.5187,1.9092,0.1651,44.3347,45.3892,351.4208
-0.5186,1.9093,0.1647,44.3231,45.4408,351.387
-0.5185,1.9097,0.1634,44.3302,45.6911,351.4435
-0.5186,1.9101,0.1628,44.2853,45.7251,351.3746
-0.5189,1.9121,0.1612,43.7832,45.9116,351.4186
-0.5195,1.9138,0.16,43.2761,45.9522,351.4304
-0.52,1.9149,0.1593,42.907,45.9513,351.3866
-0.5211,1.9179,0.1578,41.9731,45.9615,351.3307
-0.5214,1.9187,0.1573,41.7979,46.0672,351.4569
-0.5217,1.9197,0.1568,41.8028,46.1495,351.4962
-0.522,1.9206,0.1564,41.7029,46.2001,351.4125
-0.5221,1.9223,0.1556,41.2196,46.4218,351.4195
-0.522,1.9229,0.1556,41.187,46.5618,351.4871
-0.5217,1.9249,0.1556,41.1884,46.7457,351.3232
-0.5215,1.9259,0.1557,41.0792,46.8792,351.3302
-0.5213,1.9273,0.1559,40.8748,47.2177,351.5085
-0.5216,1.9275,0.1558,40.9398,47.3602,351.5815
-0.5241,1.9279,0.1546,41.4992,47.8656,351.5617
-0.5257,1.9278,0.1536,41.7205,47.9788,351.5251
-0.5317,1.9265,0.1507,42.0252,48.4709,351.1893
-0.5354,1.9257,0.1488,42.1807,48.5642,350.696
-0.5422,1.9258,0.1454,43.0031,48.7491,349.9796
-0.5479,1.9276,0.1422,42.4983,49.1165,349.6465
-0.5503,1.928,0.1403,42.0797,48.9536,349.6515
-0.556,1.928,0.1345,42.1857,48.6649,349.2569
-0.5601,1.9285,0.1297,42.3314,48.6546,348.7577
-0.5653,1.93,0.1217,42.2195,49.0885,348.3101
-0.5676,1.9304,0.1175,42.0208,49.3516,348.6172
-0.5696,1.9311,0.113,41.7741,49.6789,348.9277
-0.5733,1.9325,0.1041,41.0063,49.8182,348.9919
-0.5749,1.9333,0.099,40.8509,49.5388,348.916
-0.5779,1.9343,0.0884,40.5195,48.7666,348.6406
-0.5798,1.9348,0.0766,40.6647,48.1711,348.5103
-0.5803,1.935,0.0703,40.7875,47.7635,348.3832
-0.5804,1.9346,0.0565,40.4927,47.6385,348.9705
-0.58,1.9347,0.0491,40.234,47.4913,349.3352
-0.5783,1.9358,0.0327,39.6397,46.9131,349.2174
-0.577,1.9364,0.0243,39.191,46.8578,349.522
-0.5733,1.9369,0.0064,38.2783,46.3486,350.1141
-0.5712,1.9364,-0.0028,37.9098,45.9286,350.3362
-0.5657,1.9343,-0.0219,37.3756,45.1734,350.9752
-0.5626,1.9333,-0.0315,37.1368,44.7422,351.1194
-0.5558,1.9312,-0.0504,37.0888,43.9785,351.4492
-0.5487,1.929,-0.0693,37.1832,43.4452,351.9731
-0.5453,1.9278,-0.0791,37.4195,43.3342,352.3659
-0.5386,1.9256,-0.0981,37.4461,42.7061,352.6646
-0.5355,1.9245,-0.1076,37.629,42.3368,352.5422
-0.5302,1.9219,-0.1266,37.8274,41.8901,352.5882
-0.528,1.9205,-0.1359,37.8405,41.6375,352.489
-0.5258,1.9195,-0.145,37.8979,41.1624,352.3038
-0.5222,1.9182,-0.1621,37.5925,40.0686,352.2275
-0.5192,1.918,-0.1781,37.6449,38.8517,351.8908
-0.5177,1.9179,-0.1856,37.3899,38.3107,351.7282
-0.515,1.9179,-0.1999,36.9648,37.2449,351.8106
-0.5137,1.9179,-0.2066,36.7912,36.6793,351.7367
-0.5115,1.918,-0.2195,36.8576,35.7717,351.3506
-0.5107,1.9182,-0.2257,36.742,35.5068,351.3318
-0.5095,1.9199,-0.2378,36.1875,34.4495,350.8306
-0.5092,1.922,-0.2433,35.3257,34.0552,350.7071
-0.5093,1.9294,-0.2534,32.3679,32.8558,349.9776
-0.5096,1.9329,-0.2587,31.0401,32.3817,349.6678
-0.5105,1.94,-0.2697,28.979,31.8113,348.9544
-0.5109,1.9456,-0.2804,25.9685,31.6469,347.201
-0.5113,1.9476,-0.2855,24.5766,31.8987,346.4984
-0.5127,1.9501,-0.2937,22.0662,32.3171,346.1244
-0.5139,1.9509,-0.2972,21.6077,32.4488,345.9403
-0.5167,1.9516,-0.3033,22.2417,32.8452,346.1951
-0.5178,1.9519,-0.3059,22.3831,32.8628,346.3262
-0.52,1.9529,-0.3096,22.361,31.8874,346.7659
-0.5212,1.9537,-0.3111,22.3137,31.3882,346.6122
-0.5231,1.9554,-0.3135,21.8425,30.9052,346.4366
-0.5237,1.9557,-0.3145,21.636,30.8202,346.6586
-0.524,1.9552,-0.3159,21.8588,30.6264,346.601
-0.5241,1.955,-0.3165,21.957,30.5555,346.4313
-0.5246,1.9546,-0.3186,22.0,30.6564,346.2913
-0.5251,1.9544,-0.3201,22.0082,30.7634,346.2323
-0.526,1.9541,-0.3229,21.9441,31.0625,346.3684
-0.5264,1.9538,-0.3238,21.9344,31.0535,346.2545
-0.5283,1.9528,-0.3266,22.3344,31.2096,346.0393
-0.5299,1.9516,-0.3282,22.6479,31.3484,345.9819
-0.5306,1.9514,-0.3288,22.7444,31.4139,346.0253
-0.5316,1.9511,-0.3296,22.7625,31.4227,346.0485
-0.5322,1.9509,-0.33,22.6877,31.3975,346.0437
-0.5344,1.951,-0.3315,22.7053,31.2626,345.973
-0.5354,1.951,-0.3321,22.6737,31.2177,345.9664
-0.5375,1.951,-0.3332,22.5381,31.0559,345.984
-0.5381,1.951,-0.3337,22.5257,30.994,346.0269
-0.5393,1.9506,-0.3345,22.5366,30.9057,346.0496
-0.5399,1.9505,-0.335,22.5305,30.8057,346.0157
-0.541,1.9502,-0.3361,22.4504,30.6654,345.9279
-0.5413,1.9501,-0.3365,22.5267,30.6301,345.9472
-0.5424,1.9497,-0.3379,22.6001,30.3588,345.7697
-0.5425,1.9497,-0.3379,22.5761,30.4033,345.76
-0.5434,1.9499,-0.3392,22.4224,30.4623,345.873
-0.5437,1.9498,-0.3398,22.4535,30.4894,345.9463
-0.5446,1.9494,-0.3415,22.7532,30.4589,345.9068
-0.5447,1.9491,-0.3418,22.7437,30.471,345.7872
-0.5453,1.9484,-0.3432,22.9214,30.2486,345.4955
-0.5456,1.948,-0.3441,22.8037,30.1813,345.3347
-0.5456,1.948,-0.3444,22.7727,30.1988,345.3515
